SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,Random
785,4,"""4""","""19""","""1""","""1""",2,"""1""",1,"""5""",2,"""2""",1,1,"""1""",5,10,1,"""1""","""0""","""2""","""4""","""3""","""2""",
790,2,"""2""","""1""","""1""","""2""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",4,5,1,"""1""","""2""","""2""","""4""","""1""","""3""",
793,4,"""4""","""20""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""3""","""2""","""1""",59
813,4,"""4""","""16""","""2""","""3""",3,"""6""",1,"""5""",3,"""2""",2,1,"""1""",3,8,1,"""1""","""0""","""2""","""4""","""3""","""4""",
814,4,"""4""","""19""","""1""","""3""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""3""","""2""","""1""",
815,2,"""2""","""1""","""1""","""3""",2,"""1""",2,"""2""",2,"""1""",2,1,"""1""",7,7,1,"""1""","""0""","""1""","""3""","""2""","""1""",60
816,2,"""2""","""13""","""2""","""1""",3,"""4""",2,"""2""",3,"""2""",3,1,"""1""",6,6,1,"""1""","""0""","""1""","""4""","""2""","""5""",61
817,2,"""2""","""13""","""2""","""1""",3,"""1""",2,"""9""",3,"""2""",1,1,"""1""",3,1,1,"""1""","""0""","""2""","""4""","""1""","""5""",
820,4,"""4""","""32""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",3,4,1,"""1""","""0""","""2""","""3""","""2""","""2""",
830,4,"""4""","""19""","""2""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",3,3,1,"""1""","""0""","""1""","""3""","""3""","""1""",62
834,2,"""2""","""-99""","""2""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",6,6,1,"""1""","""0""","""1""","""4""","""2""","""1""",
841,2,"""2""","""32""","""2""","""3""",2,"""9""",1,"""5""",2,"""1""",2,1,"""1""",4,9,1,"""1""","""0""","""2""","""4""","""2""","""2""",
842,4,"""4""","""27""","""1""","""2""",2,"""3""",1,"""2""",2,"""1""",2,1,"""1""",7,7,1,"""1""","""0""","""2""","""2""","""2""","""1""",63
844,2,"""2""","""13""","""1""","""1""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",6,6,1,"""1""","""0""","""2""","""3""","""2""","""5""",64
852,2,"""2""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,8,1,"""1""","""0""","""1""","""3""","""2""","""1""",
853,1,"""1""","""13""","""2""","""1""",1,"""5""",1,"""6""",1,"""1""",1,1,"""1""",7,6,1,"""1""","""0""","""1""","""4""","""3""","""1""",
857,1,"""1""","""13""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",8,6,1,"""1""","""0""","""2""","""4""","""2""","""1""",65
858,4,"""4""","""13""","""1""","""1""",2,"""2""",1,"""5""",2,"""1""",2,1,"""1""",3,10,1,"""1""","""0""","""1""","""3""","""2""","""1""",
864,4,"""4""","""5""","""2""","""2""",3,"""4""",1,"""5""",3,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""2""","""4""","""2""","""1""",
865,2,"""2""","""13""","""2""","""1""",3,"""8""",1,"""6""",3,"""2""",2,1,"""1""",7,7,1,"""1""","""0""","""2""","""4""","""3""","""1""",66
867,4,"""4""","""32""","""1""","""3""",2,"""7""",1,"""5""",2,"""2""",2,1,"""1""",7,10,1,"""1""","""0""","""1""","""4""","""3""","""3""",67
886,4,"""4""","""1""","""1""","""1""",3,"""3""",1,"""2""",3,"""2""",2,1,"""1""",4,10,1,"""1""","""0""","""2""","""2""","""2""","""3""",
888,4,"""4""","""16""","""2""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""1""","""3""","""3""","""1""",
891,4,"""4""","""16""","""1""","""1""",2,"""12""",2,"""2""",2,"""2""",2,1,"""1""",6,9,1,"""1""","""0""","""2""","""4""","""2""","""1""",68
895,2,"""2""","""-98""","""2""","""3""",2,"""9""",1,"""8""",2,"""1""",2,1,"""1""",4,5,1,"""1""","""2""","""2""","""4""","""1""","""5""",
907,5,"""5""","""16""","""1""","""2""",2,"""6""",1,"""4""",2,"""1""",1,1,"""1""",9,9,1,"""1""","""0""","""2""","""4""","""3""","""1""",
912,1,"""1""","""16""","""1""","""3""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",5,10,1,"""1""","""0""","""1""","""4""","""2""","""1""",69
915,2,"""2""","""16""","""2""","""2""",2,"""4""",1,"""6""",2,"""1""",2,1,"""1""",6,6,1,"""1""","""0""","""1""","""4""","""3""","""5""",70
916,4,"""4""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",3,8,1,"""1""","""0""","""2""","""4""","""3""","""1""",
917,2,"""2""","""29""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",4,6,1,"""1""","""0""","""1""","""4""","""2""","""1""",
920,2,"""2""","""16""","""1""","""2""",3,"""1""",2,"""3""",3,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""4""","""2""","""3""",71
923,2,"""2""","""28""","""2""","""3""",2,"""1""",1,"""2""",2,"""2""",2,1,"""1""",7,7,1,"""1""","""0""","""2""","""4""","""2""","""1""",
927,1,"""1""","""4""","""1""","""3""",2,"""5""",2,"""2""",2,"""2""",2,1,"""1""",3,3,1,"""1""","""0""","""2""","""3""","""3""","""2""",
933,2,"""2""","""11""","""1""","""3""",2,"""12""",1,"""5""",2,"""1""",2,1,"""1""",4,5,1,"""1""","""0""","""2""","""3""","""2""","""5""",72
937,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",7,6,1,"""1""","""2""","""2""","""3""","""1""","""1""",73
943,2,"""2""","""5""","""1""","""2""",2,"""1""",2,"""2""",2,"""1""",2,1,"""1""",6,9,1,"""1""","""0""","""1""","""3""","""2""","""1""",
951,4,"""4""","""13""","""1""","""2""",3,"""3""",1,"""8""",3,"""1""",2,1,"""1""",3,5,1,"""1""","""0""","""1""","""3""","""3""","""1""",
954,2,"""2""","""13""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""4""","""2""","""3""",74
956,4,"""4""","""1""","""1""","""1""",2,"""2""",1,"""3""",2,"""1""",2,1,"""1""",2,5,1,"""1""","""0""","""2""","""4""","""3""","""4""",
962,2,"""2""","""30""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",6,5,1,"""1""","""0""","""2""","""3""","""3""","""5""",
966,4,"""4""","""20""","""1""","""1""",2,"""1""",1,"""5""",2,"""2""",2,1,"""1""",5,3,1,"""1""","""0""","""2""","""4""","""3""","""3""",75
980,2,"""2""","""17""","""2""","""3""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",6,5,1,"""1""","""0""","""2""","""4""","""2""","""5""",76
981,4,"""4""","""32""","""2""","""3""",3,"""4""",1,"""9""",3,"""1""",2,1,"""1""",5,7,1,"""1""","""0""","""2""","""4""","""3""","""3""",
982,4,"""4""","""1""","""2""","""3""",3,"""2""",1,"""9""",3,"""1""",2,1,"""1""",0,9,1,"""1""","""0""","""2""","""3""","""3""","""2""",
993,2,"""2""","""13""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,6,1,"""1""","""0""","""2""","""4""","""3""","""3""",77
997,2,"""2""","""16""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",3,1,"""1""",1,2,1,"""1""","""0""","""1""","""3""","""2""","""4""",
998,4,"""4""","""1""","""1""","""2""",2,"""1""",1,"""2""",2,"""1""",1,1,"""1""",5,4,1,"""1""","""0""","""2""","""3""","""3""","""4""",
1004,4,"""4""","""1""","""1""","""2""",3,"""1""",2,"""2""",3,"""2""",2,1,"""1""",6,9,1,"""1""","""0""","""1""","""2""","""2""","""2""",78
1006,4,"""4""","""96""","""1""","""2""",3,"""12""",2,"""1""",3,"""2""",2,1,"""1""",6,8,1,"""1""","""0""","""1""","""3""","""3""","""4""",79
1012,5,"""5""","""-99""","""1""","""1""",3,"""3""",2,"""2""",3,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""3""","""2""","""3""",
1013,4,"""4""","""1""","""2""","""3""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",4,8,1,"""1""","""0""","""2""","""4""","""3""","""3""",
1014,2,"""2""","""36""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",3,7,1,"""1""","""0""","""1""","""3""","""2""","""3""",80
1021,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",1,7,1,"""1""","""0""","""2""","""4""","""3""","""2""",
1025,2,"""2""","""-98""","""2""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",3,5,1,"""1""","""2""","""2""","""3""","""1""","""1""",
1028,4,"""4""","""34""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",3,1,"""1""",8,6,1,"""1""","""0""","""1""","""3""","""2""","""1""",81
1029,2,"""2""","""20""","""2""","""2""",2,"""11""",2,"""3""",2,"""1""",2,1,"""1""",8,10,1,"""1""","""0""","""2""","""3""","""2""","""4""",82
1031,4,"""4""","""16""","""1""","""1""",3,"""11""",1,"""2""",3,"""2""",3,1,"""1""",6,6,1,"""1""","""0""","""1""","""3""","""2""","""3""",
1042,2,"""2""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""3""","""3""","""1""",
1043,4,"""4""","""11""","""1""","""1""",3,"""2""",1,"""2""",3,"""2""",2,1,"""1""",5,6,1,"""1""","""0""","""2""","""3""","""3""","""5""",83
1055,4,"""4""","""5""","""2""","""2""",2,"""1""",2,"""4""",2,"""1""",2,1,"""1""",7,10,1,"""1""","""0""","""2""","""4""","""3""","""1""",
1056,1,"""1""","""28""","""1""","""3""",3,"""3""",1,"""2""",3,"""2""",2,1,"""1""",5,8,1,"""1""","""2""","""2""","""3""","""1""","""4""",
1061,1,"""1""","""13""","""1""","""2""",2,"""3""",1,"""2""",2,"""2""",2,1,"""1""",8,8,1,"""1""","""2""","""1""","""3""","""1""","""1""",84
1062,2,"""2""","""4""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""4""","""3""","""1""",85
1063,1,"""1""","""1""","""1""","""3""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",3,8,1,"""1""","""0""","""2""","""2""","""2""","""3""",
1069,2,"""2""","""1""","""2""","""3""",2,"""10""",1,"""2""",2,"""2""",2,1,"""1""",8,7,1,"""1""","""0""","""1""","""3""","""2""","""2""",
1071,2,"""2""","""13""","""2""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",3,7,1,"""1""","""0""","""1""","""3""","""3""","""3""",86
1073,2,"""2""","""34""","""1""","""1""",2,"""2""",1,"""9""",2,"""2""",2,1,"""1""",5,8,1,"""1""","""0""","""2""","""4""","""3""","""1""",
1074,2,"""2""","""-98""","""1""","""2""",2,"""2""",2,"""2""",2,"""2""",3,1,"""1""",6,5,1,"""1""","""2""","""2""","""3""","""1""","""2""",
1076,4,"""4""","""19""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""2""","""3""","""1""",87
1077,2,"""2""","""32""","""1""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",6,7,1,"""1""","""0""","""1""","""3""","""2""","""1""",88
1080,5,"""5""","""29""","""1""","""3""",2,"""4""",2,"""5""",2,"""1""",1,1,"""1""",8,5,1,"""1""","""0""","""2""","""4""","""2""","""3""",
1082,4,"""4""","""17""","""1""","""1""",2,"""4""",2,"""7""",2,"""1""",2,1,"""1""",8,7,1,"""1""","""0""","""1""","""2""","""2""","""3""",
1084,4,"""4""","""-99""","""1""","""3""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",5,4,1,"""1""","""0""","""1""","""3""","""3""","""1""",89
1089,2,"""2""","""32""","""2""","""1""",3,"""4""",2,"""8""",3,"""2""",2,1,"""1""",6,7,1,"""1""","""0""","""1""","""4""","""2""","""4""",
1090,2,"""2""","""6""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",5,7,1,"""1""","""2""","""2""","""4""","""1""","""1""",
1091,4,"""4""","""5""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",4,7,1,"""1""","""0""","""1""","""3""","""2""","""1""",90
1094,1,"""1""","""16""","""1""","""2""",3,"""6""",1,"""2""",3,"""2""",2,1,"""1""",6,7,1,"""1""","""0""","""1""","""4""","""3""","""3""",91
1095,4,"""4""","""16""","""2""","""3""",2,"""11""",1,"""3""",2,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""4""","""3""","""3""",
1099,2,"""2""","""19""","""1""","""3""",2,"""1""",2,"""2""",2,"""2""",2,1,"""1""",4,5,1,"""1""","""0""","""1""","""2""","""2""","""3""",
1115,2,"""2""","""13""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",3,1,"""1""",5,5,1,"""1""","""0""","""2""","""4""","""3""","""3""",92
1120,4,"""4""","""13""","""1""","""1""",3,"""1""",1,"""2""",3,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""2""","""3""","""3""",
1122,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",3,5,1,"""1""","""0""","""1""","""2""","""2""","""2""",
1127,2,"""2""","""1""","""1""","""1""",2,"""5""",1,"""8""",2,"""1""",2,1,"""1""",0,0,1,"""1""","""0""","""1""","""4""","""3""","""1""",93
1135,2,"""2""","""5""","""1""","""1""",2,"""1""",1,"""9""",2,"""2""",2,1,"""1""",2,5,1,"""1""","""0""","""2""","""4""","""3""","""3""",94
1141,2,"""2""","""29""","""2""","""1""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",2,8,1,"""1""","""0""","""1""","""2""","""2""","""1""",
1145,2,"""2""","""5""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",2,3,1,"""1""","""0""","""2""","""4""","""3""","""6""",
1148,2,"""2""","""6""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""2""","""2""","""3""","""5""",95
1154,2,"""2""","""16""","""1""","""1""",2,"""1""",1,"""4""",2,"""1""",1,1,"""1""",10,10,1,"""1""","""0""","""1""","""4""","""2""","""8""",
1158,2,"""2""","""1""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",5,6,1,"""1""","""0""","""2""","""4""","""3""","""1""",
1163,2,"""2""","""36""","""2""","""2""",3,"""1""",2,"""2""",3,"""1""",2,1,"""1""",4,6,1,"""1""","""0""","""2""","""3""","""3""","""5""",96
1166,2,"""2""","""1""","""2""","""3""",2,"""1""",2,"""2""",2,"""2""",2,1,"""1""",2,7,1,"""1""","""0""","""2""","""2""","""3""","""3""",97
1175,2,"""2""","""16""","""1""","""1""",2,"""2""",2,"""3""",2,"""2""",2,1,"""1""",3,4,1,"""1""","""0""","""2""","""4""","""3""","""2""",
1177,2,"""2""","""29""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,5,1,"""1""","""0""","""2""","""2""","""2""","""2""",
1183,4,"""4""","""13""","""1""","""1""",3,"""1""",1,"""9""",3,"""1""",2,1,"""1""",3,5,1,"""1""","""0""","""2""","""4""","""2""","""2""",98
1186,1,"""1""","""16""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",8,5,1,"""1""","""0""","""2""","""4""","""3""","""2""",
1189,1,"""1""","""26""","""2""","""1""",1,"""4""",1,"""1""",1,"""1""",1,1,"""1""",5,8,1,"""1""","""0""","""1""","""4""","""1""","""2""",
1192,4,"""4""","""16""","""2""","""1""",2,"""3""",1,"""9""",2,"""1""",2,1,"""1""",6,7,1,"""1""","""0""","""1""","""4""","""2""","""1""",99
1196,2,"""2""","""-98""","""1""","""3""",2,"""1""",1,"""1""",2,"""2""",2,1,"""1""",8,8,1,"""1""","""0""","""1""","""3""","""3""","""3""",100
1198,2,"""2""","""16""","""1""","""3""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""3""","""3""","""1""",
1207,2,"""2""","""-99""","""2""","""2""",3,"""4""",1,"""2""",3,"""1""",2,1,"""1""",8,7,1,"""1""","""0""","""2""","""3""","""3""","""2""",
1209,2,"""2""","""1""","""1""","""2""",3,"""4""",2,"""5""",3,"""2""",1,1,"""1""",5,9,1,"""1""","""0""","""1""","""2""","""2""","""1""",101
1210,4,"""4""","""11""","""1""","""1""",2,"""6""",2,"""2""",2,"""1""",2,1,"""1""",3,7,1,"""1""","""0""","""1""","""4""","""2""","""5""",
1216,2,"""2""","""1""","""1""","""1""",2,"""12""",1,"""7""",2,"""2""",2,1,"""1""",7,8,1,"""1""","""0""","""1""","""4""","""2""","""1""",
1219,2,"""2""","""29""","""1""","""1""",2,"""1""",2,"""8""",2,"""1""",2,1,"""1""",5,8,1,"""1""","""0""","""1""","""4""","""2""","""2""",102
1222,4,"""4""","""19""","""1""","""1""",2,"""1""",2,"""2""",2,"""1""",2,1,"""1""",6,7,1,"""1""","""0""","""2""","""4""","""3""","""1""",103
1226,4,"""4""","""16""","""2""","""3""",2,"""6""",1,"""2""",2,"""1""",2,1,"""1""",5,7,1,"""1""","""0""","""2""","""4""","""1""","""2""",
1229,4,"""4""","""1""","""1""","""2""",2,"""3""",1,"""9""",2,"""1""",2,1,"""1""",2,5,1,"""1""","""0""","""2""","""3""","""2""","""3""",
1230,5,"""5""","""13""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",6,5,1,"""1""","""0""","""2""","""3""","""2""","""1""",104
1231,4,"""4""","""11""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",4,5,1,"""1""","""0""","""1""","""4""","""3""","""3""",
1232,2,"""2""","""30""","""1""","""1""",1,"""4""",1,"""9""",1,"""1""",1,1,"""1""",3,8,1,"""1""","""0""","""1""","""2""","""2""","""1""",
1234,4,"""4""","""16""","""1""","""3""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",7,7,1,"""1""","""1""","""2""","""3""","""1""","""1""",105
1237,2,"""2""","""7""","""1""","""3""",3,"""1""",2,"""2""",3,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""1""","""3""","""2""","""3""",106
1238,4,"""4""","""5""","""2""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""2""","""4""","""3""","""3""",
1241,2,"""2""","""16""","""1""","""3""",3,"""12""",2,"""9""",3,"""2""",3,1,"""1""",7,6,1,"""1""","""0""","""1""","""4""","""2""","""3""",
1248,2,"""2""","""16""","""2""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",3,7,1,"""1""","""0""","""1""","""3""","""3""","""3""",107
1251,2,"""2""","""5""","""2""","""2""",3,"""4""",1,"""6""",3,"""2""",3,1,"""1""",1,1,1,"""1""","""0""","""2""","""4""","""3""","""4""",
1254,2,"""2""","""13""","""1""","""1""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",7,5,1,"""1""","""0""","""2""","""2""","""3""","""3""",
1258,4,"""4""","""13""","""1""","""1""",2,"""10""",2,"""1""",2,"""2""",2,1,"""1""",7,7,1,"""1""","""0""","""1""","""4""","""3""","""4""",108
1259,1,"""1""","""17""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",6,5,1,"""1""","""0""","""2""","""4""","""1""","""2""",109
1275,2,"""2""","""30""","""2""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",3,4,1,"""1""","""0""","""2""","""2""","""2""","""5""",
1277,5,"""5""","""13""","""2""","""1""",3,"""1""",1,"""2""",3,"""1""",2,1,"""1""",10,7,1,"""1""","""0""","""1""","""4""","""3""","""2""",
1282,4,"""4""","""36""","""2""","""3""",2,"""4""",1,"""1""",2,"""1""",2,1,"""1""",2,4,1,"""1""","""0""","""1""","""4""","""3""","""2""",110
1286,4,"""4""","""31""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",7,8,1,"""1""","""0""","""1""","""4""","""2""","""2""",
1288,4,"""4""","""1""","""1""","""1""",3,"""3""",1,"""5""",3,"""2""",2,1,"""1""",8,6,1,"""1""","""0""","""1""","""2""","""2""","""4""",
1293,4,"""4""","""32""","""2""","""3""",3,"""4""",2,"""9""",3,"""2""",2,1,"""1""",8,8,1,"""1""","""0""","""1""","""4""","""2""","""4""",111
1295,4,"""4""","""29""","""2""","""3""",2,"""2""",2,"""1""",2,"""2""",2,1,"""1""",6,8,1,"""1""","""0""","""1""","""2""","""2""","""1""",112
1305,3,"""3""","""17""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",3,1,"""1""",3,5,1,"""1""","""0""","""2""","""4""","""3""","""2""",
1306,5,"""5""","""36""","""1""","""1""",4,"""4""",1,"""9""",4,"""2""",1,1,"""1""",3,5,1,"""1""","""0""","""2""","""4""","""2""","""1""",
1308,4,"""4""","""13""","""1""","""2""",3,"""6""",1,"""9""",3,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""4""","""2""","""3""",113
1314,4,"""4""","""4""","""1""","""3""",2,"""4""",2,"""5""",2,"""2""",2,1,"""1""",4,8,1,"""1""","""0""","""2""","""3""","""2""","""1""",
1317,1,"""1""","""5""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",7,7,1,"""1""","""0""","""1""","""3""","""2""","""2""",
1319,2,"""2""","""16""","""1""","""2""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",6,6,1,"""1""","""0""","""1""","""3""","""2""","""2""",114
1339,2,"""2""","""16""","""1""","""2""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",7,7,1,"""1""","""0""","""2""","""4""","""3""","""3""",115
1345,2,"""2""","""16""","""2""","""1""",2,"""10""",1,"""5""",2,"""1""",2,1,"""1""",2,8,1,"""1""","""0""","""2""","""3""","""3""","""1""",
1346,5,"""5""","""32""","""1""","""3""",3,"""1""",1,"""3""",3,"""1""",3,1,"""1""",5,5,1,"""1""","""0""","""1""","""4""","""3""","""5""",
1347,1,"""1""","""13""","""2""","""3""",2,"""12""",2,"""9""",2,"""2""",1,1,"""1""",5,6,1,"""1""","""0""","""2""","""2""","""3""","""5""",116
1349,2,"""2""","""1""","""2""","""3""",2,"""4""",1,"""8""",2,"""2""",2,1,"""1""",0,0,1,"""1""","""0""","""2""","""4""","""3""","""5""",
1355,4,"""4""","""11""","""2""","""1""",2,"""3""",2,"""5""",2,"""1""",2,1,"""1""",7,9,1,"""1""","""0""","""1""","""3""","""3""","""5""",
1356,2,"""2""","""1""","""1""","""1""",3,"""2""",1,"""3""",3,"""1""",2,1,"""1""",6,6,1,"""1""","""0""","""1""","""4""","""2""","""5""",117
1363,2,"""2""","""16""","""2""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,8,1,"""1""","""0""","""1""","""3""","""2""","""5""",118
1366,2,"""2""","""7""","""1""","""3""",2,"""5""",1,"""9""",2,"""1""",2,1,"""1""",5,10,1,"""1""","""0""","""2""","""4""","""2""","""5""",
1371,1,"""1""","""1""","""1""","""1""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""4""","""3""","""5""",
1387,2,"""2""","""19""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",8,8,1,"""1""","""0""","""1""","""4""","""2""","""3""",119
1392,2,"""2""","""1""","""2""","""1""",2,"""2""",1,"""7""",2,"""1""",2,1,"""1""",7,8,1,"""1""","""0""","""2""","""4""","""3""","""1""",
1398,4,"""4""","""1""","""1""","""3""",2,"""4""",1,"""8""",2,"""2""",2,1,"""1""",6,6,1,"""1""","""0""","""1""","""3""","""2""","""3""",
1401,2,"""2""","""1""","""2""","""1""",2,"""6""",2,"""9""",2,"""1""",2,1,"""1""",7,7,1,"""1""","""0""","""1""","""3""","""3""","""1""",120
1404,4,"""4""","""16""","""1""","""3""",3,"""9""",2,"""5""",3,"""1""",2,1,"""1""",1,8,1,"""1""","""0""","""1""","""4""","""2""","""1""",121
1409,4,"""4""","""1""","""1""","""1""",2,"""1""",1,"""5""",2,"""2""",2,1,"""1""",6,5,1,"""1""","""0""","""2""","""4""","""3""","""1""",
1421,2,"""2""","""5""","""2""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",4,6,1,"""1""","""0""","""2""","""4""","""3""","""3""",
1433,5,"""5""","""1""","""1""","""3""",2,"""4""",1,"""1""",2,"""1""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""3""","""2""","""3""",122
1441,4,"""4""","""1""","""1""","""3""",3,"""1""",3,"""2""",3,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""2""","""3""","""3""","""1""",
1444,2,"""2""","""-99""","""1""","""1""",3,"""2""",1,"""3""",3,"""2""",2,1,"""1""",3,8,1,"""1""","""0""","""2""","""4""","""2""","""1""",
1446,2,"""2""","""1""","""2""","""2""",2,"""9""",1,"""4""",2,"""1""",2,1,"""1""",7,3,1,"""1""","""0""","""1""","""4""","""2""","""1""",123
1449,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""4""","""3""","""8""",124
1451,4,"""4""","""1""","""2""","""1""",2,"""10""",1,"""2""",2,"""2""",2,1,"""1""",3,8,1,"""1""","""0""","""2""","""4""","""2""","""1""",
1452,4,"""4""","""13""","""1""","""3""",2,"""1""",2,"""2""",2,"""2""",2,1,"""1""",8,4,1,"""1""","""0""","""2""","""4""","""3""","""3""",
1462,2,"""2""","""34""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",4,5,1,"""1""","""0""","""1""","""4""","""2""","""1""",125
1463,2,"""2""","""1""","""1""","""1""",2,"""12""",1,"""1""",2,"""1""",2,1,"""1""",6,8,1,"""1""","""0""","""1""","""2""","""2""","""5""",
1465,2,"""2""","""20""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,4,1,"""1""","""0""","""2""","""4""","""3""","""5""",
1467,4,"""4""","""16""","""1""","""1""",2,"""3""",2,"""1""",2,"""2""",2,1,"""1""",8,5,1,"""1""","""0""","""2""","""4""","""2""","""3""",126
1469,4,"""4""","""16""","""1""","""1""",3,"""4""",2,"""1""",3,"""2""",2,1,"""1""",6,10,1,"""1""","""0""","""2""","""2""","""2""","""3""",127
1471,4,"""4""","""16""","""2""","""1""",4,"""4""",2,"""2""",4,"""2""",2,1,"""1""",5,5,1,"""1""","""0""","""1""","""1""","""2""","""1""",
1472,1,"""1""","""14""","""1""","""2""",2,"""5""",1,"""9""",2,"""1""",2,1,"""1""",9,8,1,"""1""","""0""","""2""","""4""","""2""","""3""",
1475,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",9,10,1,"""1""","""0""","""1""","""3""","""2""","""1""",128
