SRCID,Q1,Q1_Ordinal,Q2,DUM1,DUM2,Q5Average,Q6,Q7Average,Q8,Q9Average,Q10,Q11Average,Q12,Q12_Ordinal,Q18,Q20,Q22,Q22_Ordinal,Q24,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc
1274,2,"""2""","""11""","""2""","""1""",2,"""12""",1,"""5""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1290,2,"""2""","""13""","""1""","""2""",2,"""2""",1,"""9""",2,"""1""",2,1,"""1""",6,0,3,"""3""","""0""","""2""","""3""","""2""","""2"""
1294,2,"""2""","""35""","""2""","""1""",2,"""4""",2,"""3""",2,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""2""","""1""","""1""","""1"""
1297,5,"""5""","""16""","""1""","""1""",3,"""9""",1,"""3""",3,"""2""",2,1,"""1""",8,5,3,"""3""","""0""","""2""","""3""","""3""","""3"""
1301,2,"""2""","""35""","""1""","""1""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""2""","""1""","""3"""
1302,2,"""2""","""1""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",5,7,3,"""3""","""0""","""1""","""4""","""2""","""1"""
1309,2,"""2""","""29""","""1""","""1""",2,"""6""",2,"""5""",2,"""1""",2,1,"""1""",7,10,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1310,4,"""4""","""16""","""2""","""3""",1,"""6""",1,"""5""",1,"""2""",2,1,"""1""",9,9,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1320,2,"""2""","""13""","""1""","""2""",3,"""4""",1,"""1""",3,"""2""",2,1,"""1""",0,0,3,"""3""","""1""","""2""","""4""","""1""","""5"""
1327,2,"""2""","""19""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1328,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",1,1,"""1""",7,9,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1331,4,"""4""","""16""","""2""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1338,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""2""","""1""","""4""","""1""","""1"""
1342,2,"""2""","""5""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1348,2,"""2""","""11""","""2""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",7,7,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1350,2,"""2""","""11""","""1""","""2""",2,"""9""",1,"""9""",2,"""1""",1,1,"""1""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1352,4,"""4""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",3,1,"""1""",4,5,3,"""3""","""1""","""1""","""3""","""1""","""5"""
1360,4,"""4""","""11""","""1""","""3""",2,"""12""",1,"""8""",2,"""1""",2,1,"""1""",4,2,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1361,4,"""4""","""16""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""2""","""2""","""3""","""5"""
1372,2,"""2""","""16""","""1""","""1""",2,"""4""",2,"""5""",2,"""1""",1,1,"""1""",6,7,3,"""3""","""0""","""2""","""2""","""3""","""2"""
1376,2,"""2""","""35""","""2""","""1""",2,"""9""",1,"""5""",2,"""1""",1,1,"""1""",5,4,3,"""3""","""0""","""1""","""2""","""3""","""2"""
1381,1,"""1""","""16""","""1""","""3""",2,"""6""",2,"""9""",2,"""2""",2,1,"""1""",3,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1384,2,"""2""","""1""","""2""","""3""",2,"""1""",1,"""1""",2,"""1""",2,1,"""1""",6,5,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1386,4,"""4""","""15""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""0""","""1""","""3""","""2""","""3"""
1391,1,"""1""","""4""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",6,8,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1399,2,"""2""","""32""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",3,7,3,"""3""","""0""","""2""","""3""","""1""","""8"""
1402,2,"""2""","""1""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",8,5,3,"""3""","""0""","""2""","""4""","""2""","""3"""
1406,2,"""2""","""96""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""1""","""2""","""4""","""1""","""4"""
1407,2,"""2""","""32""","""1""","""3""",2,"""12""",1,"""9""",2,"""2""",1,1,"""1""",4,5,3,"""3""","""1""","""1""","""2""","""1""","""1"""
1411,2,"""2""","""16""","""2""","""1""",2,"""9""",2,"""5""",2,"""2""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""2""","""1""","""6"""
1412,4,"""4""","""11""","""1""","""1""",2,"""10""",2,"""5""",2,"""2""",2,1,"""1""",5,10,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1413,1,"""1""","""19""","""1""","""1""",2,"""6""",2,"""8""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""0""","""1""","""4""","""2""","""3"""
1417,4,"""4""","""20""","""1""","""1""",2,"""6""",2,"""5""",2,"""2""",2,1,"""1""",2,5,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1422,2,"""2""","""4""","""1""","""2""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",5,5,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1423,4,"""4""","""31""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",1,1,"""1""",4,0,3,"""3""","""1""","""1""","""4""","""1""","""1"""
1425,2,"""2""","""1""","""1""","""2""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",2,7,3,"""3""","""0""","""2""","""3""","""3""","""3"""
1428,1,"""1""","""1""","""2""","""1""",3,"""1""",2,"""2""",3,"""1""",2,1,"""1""",7,6,3,"""3""","""1""","""1""","""1""","""1""","""2"""
1429,2,"""2""","""6""","""2""","""1""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",3,7,3,"""3""","""1""","""2""","""2""","""1""","""8"""
1442,2,"""2""","""6""","""2""","""1""",2,"""12""",1,"""2""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""2""","""2""","""1"""
1445,4,"""4""","""16""","""1""","""1""",3,"""1""",2,"""2""",3,"""2""",3,1,"""1""",5,7,3,"""3""","""2""","""1""","""4""","""1""","""1"""
1448,4,"""4""","""5""","""1""","""2""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",5,7,3,"""3""","""1""","""2""","""3""","""1""","""4"""
1450,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""8""",2,"""1""",1,1,"""1""",0,10,3,"""3""","""2""","""1""","""2""","""1""","""5"""
1466,4,"""4""","""16""","""1""","""1""",3,"""3""",1,"""6""",3,"""2""",2,1,"""1""",4,6,3,"""3""","""0""","""2""","""3""","""1""","""1"""
1470,2,"""2""","""96""","""2""","""1""",2,"""6""",1,"""5""",2,"""1""",2,1,"""1""",2,10,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1493,2,"""2""","""32""","""1""","""3""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",9,5,3,"""3""","""0""","""1""","""3""","""2""","""5"""
1494,2,"""2""","""96""","""2""","""3""",3,"""5""",1,"""7""",3,"""2""",2,1,"""1""",8,4,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1503,2,"""2""","""33""","""1""","""3""",2,"""12""",2,"""5""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1506,1,"""1""","""4""","""1""","""2""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",9,2,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1515,2,"""2""","""1""","""1""","""1""",2,"""10""",1,"""4""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""3""","""1""","""4"""
1516,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""2""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""2""","""3""","""2""","""4"""
1519,4,"""4""","""19""","""1""","""3""",2,"""1""",1,"""9""",2,"""1""",3,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1522,2,"""2""","""20""","""1""","""3""",2,"""3""",1,"""2""",2,"""2""",2,1,"""1""",2,5,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1539,2,"""2""","""30""","""2""","""1""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""2"""
1548,4,"""4""","""96""","""1""","""1""",3,"""9""",2,"""5""",3,"""2""",2,1,"""1""",5,10,3,"""3""","""0""","""2""","""2""","""3""","""1"""
1552,2,"""2""","""1""","""2""","""3""",3,"""4""",1,"""5""",3,"""2""",2,1,"""1""",6,6,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1566,2,"""2""","""1""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",3,4,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1572,2,"""2""","""11""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1573,4,"""4""","""1""","""2""","""2""",3,"""1""",2,"""4""",3,"""2""",2,1,"""1""",4,8,3,"""3""","""0""","""2""","""1""","""2""","""3"""
1574,4,"""4""","""1""","""2""","""1""",3,"""8""",1,"""7""",3,"""2""",1,1,"""1""",3,2,3,"""3""","""2""","""1""","""3""","""1""","""5"""
1576,2,"""2""","""5""","""1""","""3""",2,"""6""",2,"""9""",2,"""1""",2,1,"""1""",6,10,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1579,4,"""4""","""5""","""1""","""1""",3,"""6""",2,"""8""",3,"""2""",2,1,"""1""",8,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1580,4,"""4""","""11""","""2""","""1""",3,"""6""",1,"""2""",3,"""1""",2,1,"""1""",2,5,3,"""3""","""0""","""2""","""3""","""1""","""8"""
1581,4,"""4""","""19""","""1""","""1""",3,"""4""",2,"""2""",3,"""2""",2,1,"""1""",8,6,3,"""3""","""0""","""1""","""2""","""2""","""3"""
1584,2,"""2""","""30""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""2""","""1""","""2""","""2"""
1585,2,"""2""","""16""","""1""","""1""",2,"""9""",1,"""1""",2,"""1""",2,1,"""1""",8,10,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1586,2,"""2""","""7""","""1""","""1""",2,"""4""",2,"""3""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1592,2,"""2""","""13""","""1""","""2""",2,"""1""",2,"""9""",2,"""2""",2,1,"""1""",6,5,3,"""3""","""0""","""2""","""2""","""2""","""2"""
1604,2,"""2""","""7""","""1""","""2""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",5,5,3,"""3""","""0""","""2""","""2""","""2""","""2"""
1606,4,"""4""","""19""","""1""","""2""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",5,5,3,"""3""","""2""","""1""","""3""","""1""","""2"""
1610,4,"""4""","""16""","""1""","""2""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",10,10,3,"""3""","""0""","""1""","""4""","""3""","""3"""
1620,2,"""2""","""26""","""1""","""1""",3,"""2""",1,"""7""",3,"""2""",2,1,"""1""",9,0,3,"""3""","""0""","""2""","""3""","""3""","""1"""
1621,2,"""2""","""-98""","""2""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",5,5,3,"""3""","""1""","""2""","""4""","""1""","""5"""
1626,2,"""2""","""19""","""2""","""1""",2,"""4""",1,"""3""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1628,4,"""4""","""11""","""1""","""3""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",1,9,3,"""3""","""1""","""1""","""3""","""1""","""1"""
1636,4,"""4""","""11""","""2""","""3""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1637,2,"""2""","""36""","""2""","""3""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",5,5,3,"""3""","""2""","""2""","""2""","""1""","""2"""
1641,4,"""4""","""11""","""1""","""1""",2,"""10""",1,"""8""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""2""","""3""","""2""","""4"""
1647,2,"""2""","""31""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1648,1,"""1""","""19""","""1""","""2""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",0,0,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1657,4,"""4""","""16""","""1""","""3""",2,"""2""",2,"""3""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1659,2,"""2""","""13""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",3,1,"""1""",3,6,3,"""3""","""0""","""2""","""3""","""2""","""1"""
1667,4,"""4""","""11""","""1""","""1""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",4,7,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1669,4,"""4""","""13""","""1""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",10,10,3,"""3""","""1""","""1""","""3""","""1""","""5"""
1670,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""1""",2,"""2""",2,1,"""1""",5,10,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1671,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",4,8,3,"""3""","""2""","""1""","""2""","""1""","""1"""
1675,2,"""2""","""5""","""2""","""2""",2,"""6""",1,"""2""",2,"""2""",2,1,"""1""",3,6,3,"""3""","""1""","""2""","""2""","""1""","""5"""
1687,2,"""2""","""13""","""1""","""1""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",6,8,3,"""3""","""0""","""1""","""3""","""2""","""1"""
1688,4,"""4""","""11""","""1""","""1""",1,"""1""",1,"""8""",1,"""1""",2,1,"""1""",5,6,3,"""3""","""1""","""1""","""3""","""1""","""2"""
1694,2,"""2""","""16""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",4,3,3,"""3""","""0""","""2""","""3""","""3""","""1"""
1699,2,"""2""","""20""","""2""","""1""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",9,7,3,"""3""","""0""","""2""","""4""","""2""","""2"""
1701,2,"""2""","""5""","""2""","""1""",2,"""4""",2,"""8""",2,"""2""",2,1,"""1""",4,8,3,"""3""","""1""","""2""","""2""","""1""","""3"""
1705,4,"""4""","""1""","""2""","""1""",3,"""6""",2,"""5""",3,"""2""",2,1,"""1""",8,9,3,"""3""","""1""","""2""","""2""","""1""","""8"""
1708,4,"""4""","""12""","""2""","""1""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",0,8,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1710,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",9,7,3,"""3""","""1""","""1""","""1""","""1""","""4"""
1718,4,"""4""","""11""","""1""","""3""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""2""","""1""","""2""","""1""","""2"""
1719,2,"""2""","""16""","""1""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""5"""
1722,2,"""2""","""11""","""1""","""1""",2,"""12""",2,"""5""",2,"""1""",2,1,"""1""",3,8,3,"""3""","""1""","""2""","""4""","""1""","""1"""
1724,4,"""4""","""13""","""1""","""3""",2,"""1""",1,"""5""",2,"""1""",2,1,"""1""",3,5,3,"""3""","""1""","""2""","""4""","""1""","""8"""
1735,4,"""4""","""16""","""1""","""3""",2,"""1""",2,"""9""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1736,4,"""4""","""4""","""1""","""1""",2,"""1""",1,"""9""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""1"""
1754,4,"""4""","""16""","""2""","""2""",3,"""6""",1,"""5""",3,"""2""",2,1,"""1""",10,5,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1764,2,"""2""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",3,8,3,"""3""","""2""","""2""","""3""","""1""","""1"""
1778,2,"""2""","""11""","""1""","""3""",2,"""6""",2,"""8""",2,"""1""",2,1,"""1""",2,7,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1782,5,"""5""","""16""","""2""","""1""",2,"""12""",2,"""5""",2,"""1""",1,1,"""1""",6,5,3,"""3""","""0""","""1""","""3""","""1""","""8"""
1785,2,"""2""","""1""","""1""","""3""",3,"""4""",2,"""5""",3,"""2""",2,1,"""1""",5,6,3,"""3""","""1""","""2""","""3""","""1""","""2"""
1786,2,"""2""","""11""","""2""","""2""",2,"""6""",2,"""8""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""3""","""2""","""3"""
1789,1,"""1""","""16""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",4,10,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1799,2,"""2""","""1""","""2""","""1""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",8,6,3,"""3""","""2""","""1""","""2""","""1""","""2"""
1801,2,"""2""","""11""","""2""","""3""",2,"""4""",2,"""9""",2,"""2""",1,1,"""1""",4,8,3,"""3""","""1""","""1""","""2""","""1""","""2"""
1802,2,"""2""","""13""","""1""","""3""",2,"""4""",1,"""9""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""0""","""2""","""3""","""2""","""1"""
1804,4,"""4""","""4""","""2""","""3""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1820,2,"""2""","""1""","""2""","""3""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",3,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
1830,2,"""2""","""1""","""2""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",7,7,3,"""3""","""1""","""2""","""3""","""1""","""5"""
1842,1,"""1""","""16""","""2""","""2""",2,"""4""",2,"""2""",2,"""2""",2,1,"""1""",8,8,3,"""3""","""1""","""1""","""4""","""1""","""3"""
1848,4,"""4""","""29""","""1""","""3""",3,"""4""",1,"""9""",3,"""2""",3,1,"""1""",7,7,3,"""3""","""0""","""1""","""3""","""2""","""3"""
1852,4,"""4""","""16""","""2""","""2""",1,"""6""",1,"""2""",1,"""2""",1,1,"""1""",8,6,3,"""3""","""0""","""1""","""4""","""2""","""5"""
1873,4,"""4""","""32""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",6,9,3,"""3""","""1""","""2""","""4""","""1""","""3"""
1879,4,"""4""","""16""","""1""","""2""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",7,4,3,"""3""","""1""","""1""","""3""","""1""","""3"""
1881,2,"""2""","""20""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1892,2,"""2""","""1""","""2""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""3""","""1""","""3"""
1895,4,"""4""","""13""","""2""","""2""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",7,5,3,"""3""","""0""","""2""","""2""","""2""","""3"""
1902,2,"""2""","""1""","""2""","""1""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",3,5,3,"""3""","""1""","""2""","""4""","""1""","""2"""
1904,4,"""4""","""11""","""1""","""2""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",2,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
1924,2,"""2""","""17""","""2""","""3""",1,"""1""",1,"""2""",1,"""1""",2,1,"""1""",3,4,3,"""3""","""1""","""2""","""2""","""1""","""2"""
1958,4,"""4""","""96""","""2""","""3""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",6,6,3,"""3""","""0""","""1""","""2""","""2""","""3"""
1959,4,"""4""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",10,6,3,"""3""","""0""","""1""","""4""","""2""","""5"""
1960,1,"""1""","""4""","""1""","""2""",2,"""4""",1,"""9""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""1""","""2""","""3""","""1""","""4"""
1977,2,"""2""","""13""","""2""","""3""",3,"""12""",1,"""2""",3,"""1""",2,1,"""1""",6,0,3,"""3""","""1""","""1""","""2""","""1""","""2"""
2011,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""0""","""2""","""2""","""3""","""2"""
2024,4,"""4""","""29""","""2""","""3""",2,"""1""",2,"""5""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""1""","""1""","""2""","""1""","""2"""
2029,5,"""5""","""19""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",5,5,3,"""3""","""1""","""1""","""4""","""1""","""5"""
2037,2,"""2""","""13""","""1""","""1""",2,"""5""",2,"""2""",2,"""1""",1,1,"""1""",6,9,3,"""3""","""1""","""1""","""3""","""1""","""2"""
2064,4,"""4""","""16""","""2""","""1""",2,"""4""",1,"""2""",2,"""2""",2,1,"""1""",0,10,3,"""3""","""0""","""2""","""3""","""3""","""1"""
2066,2,"""2""","""11""","""2""","""1""",3,"""12""",2,"""5""",3,"""2""",1,1,"""1""",6,8,3,"""3""","""2""","""2""","""2""","""1""","""1"""
2069,2,"""2""","""20""","""2""","""1""",2,"""9""",2,"""1""",2,"""2""",2,1,"""1""",1,7,3,"""3""","""1""","""1""","""3""","""1""","""2"""
2079,4,"""4""","""11""","""2""","""1""",2,"""1""",2,"""1""",2,"""1""",2,1,"""1""",5,3,3,"""3""","""0""","""2""","""3""","""3""","""1"""
2086,5,"""5""","""35""","""2""","""3""",2,"""9""",1,"""5""",2,"""1""",1,1,"""1""",8,9,3,"""3""","""0""","""2""","""3""","""1""","""8"""
2117,2,"""2""","""96""","""2""","""3""",3,"""4""",1,"""9""",3,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""2"""
2118,2,"""2""","""11""","""2""","""3""",2,"""9""",1,"""5""",2,"""1""",3,1,"""1""",7,7,3,"""3""","""0""","""2""","""3""","""2""","""1"""
2123,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""9""",2,"""1""",2,1,"""1""",7,8,3,"""3""","""1""","""1""","""2""","""1""","""2"""
2130,2,"""2""","""16""","""1""","""1""",2,"""7""",2,"""9""",2,"""1""",3,1,"""1""",5,5,3,"""3""","""1""","""1""","""3""","""1""","""1"""
2132,2,"""2""","""1""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",2,5,3,"""3""","""0""","""2""","""2""","""2""","""2"""
2134,4,"""4""","""16""","""1""","""1""",2,"""1""",1,"""2""",2,"""1""",2,1,"""1""",7,9,3,"""3""","""0""","""2""","""1""","""3""","""1"""
2168,2,"""2""","""11""","""1""","""3""",2,"""4""",1,"""2""",2,"""1""",2,1,"""1""",4,7,3,"""3""","""1""","""2""","""3""","""1""","""1"""
2179,2,"""2""","""12""","""1""","""3""",2,"""12""",2,"""9""",2,"""2""",1,1,"""1""",9,5,3,"""3""","""0""","""1""","""3""","""2""","""1"""
2185,2,"""2""","""4""","""1""","""1""",2,"""4""",1,"""9""",2,"""2""",1,1,"""1""",6,8,3,"""3""","""1""","""1""","""1""","""1""","""1"""
2188,2,"""2""","""11""","""1""","""2""",2,"""4""",1,"""5""",2,"""1""",2,1,"""1""",5,8,3,"""3""","""1""","""2""","""2""","""1""","""5"""
2190,4,"""4""","""16""","""1""","""2""",2,"""4""",2,"""9""",2,"""1""",1,1,"""1""",10,8,3,"""3""","""0""","""1""","""2""","""2""","""1"""
2191,4,"""4""","""11""","""1""","""2""",2,"""12""",1,"""4""",2,"""1""",2,1,"""1""",5,7,3,"""3""","""1""","""2""","""2""","""1""","""2"""
2212,2,"""2""","""-99""","""1""","""2""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",8,10,3,"""3""","""0""","""1""","""2""","""2""","""1"""
2215,2,"""2""","""13""","""1""","""1""",2,"""6""",2,"""8""",2,"""1""",2,1,"""1""",4,5,3,"""3""","""1""","""1""","""3""","""1""","""3"""
2223,4,"""4""","""11""","""1""","""1""",2,"""4""",1,"""2""",2,"""1""",1,1,"""1""",8,10,3,"""3""","""1""","""2""","""3""","""1""","""1"""
2244,2,"""2""","""-98""","""1""","""1""",2,"""4""",1,"""5""",2,"""2""",2,1,"""1""",7,10,3,"""3""","""1""","""1""","""2""","""1""","""4"""
2258,2,"""2""","""1""","""1""","""1""",2,"""4""",2,"""2""",2,"""1""",2,1,"""1""",4,6,3,"""3""","""0""","""1""","""2""","""2""","""2"""
2260,1,"""1""","""1""","""1""","""2""",2,"""1""",2,"""5""",2,"""2""",2,1,"""1""",7,8,3,"""3""","""1""","""2""","""2""","""1""","""1"""
2276,2,"""2""","""19""","""1""","""1""",3,"""1""",1,"""9""",3,"""2""",2,1,"""1""",5,7,3,"""3""","""0""","""2""","""3""","""2""","""3"""
2280,2,"""2""","""20""","""1""","""1""",2,"""1""",2,"""8""",2,"""2""",3,1,"""1""",6,7,3,"""3""","""0""","""1""","""3""","""2""","""5"""
2287,2,"""2""","""1""","""1""","""1""",3,"""6""",2,"""9""",3,"""2""",1,1,"""1""",8,5,3,"""3""","""1""","""2""","""2""","""1""","""1"""
2297,1,"""1""","""13""","""1""","""1""",3,"""4""",1,"""2""",3,"""2""",2,1,"""1""",7,5,3,"""3""","""2""","""1""","""3""","""1""","""1"""
2329,5,"""5""","""33""","""2""","""1""",2,"""9""",1,"""5""",2,"""2""",1,1,"""1""",8,5,3,"""3""","""1""","""1""","""3""","""1""","""6"""
2334,2,"""2""","""18""","""1""","""2""",2,"""1""",2,"""2""",2,"""1""",2,1,"""1""",7,6,3,"""3""","""0""","""1""","""3""","""2""","""2"""
2349,2,"""2""","""11""","""1""","""1""",2,"""9""",2,"""5""",2,"""1""",2,1,"""1""",6,5,3,"""3""","""1""","""2""","""2""","""1""","""5"""
2366,2,"""2""","""1""","""1""","""2""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",6,8,3,"""3""","""0""","""2""","""2""","""3""","""2"""
2386,2,"""2""","""11""","""1""","""1""",2,"""4""",2,"""9""",2,"""2""",2,1,"""1""",7,4,3,"""3""","""1""","""2""","""2""","""1""","""1"""
